"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2017-01-01T23:59:00","1728","42","48","86","30.12","27.82","44","5.3","0","10.9","17","54","41","170","24","0.02","0","0.0","170","20"
"2017-01-02T23:59:00","1729","46","50","89","30.14","27.88","48","4.7","0","13.0","15","54","45","150","17","0.51","0","0.0","170","13"
"2017-01-03T23:59:00","1730","48","55","85","29.79","27.57","50","5.3","0","18.0","10","63","47","330","24","0.34","0","0.0","330","18"
"2017-01-04T23:59:00","1731","30","42","61","29.82","27.54","38","13.5","0","5.1","23","54","30","340","39","0.00","0","0.0","340","31"
"2017-01-05T23:59:00","1732","19","35","53","29.91","27.63","30","6.2","0","-1.9","30","44","25","340","24","0.00","0","0.0","340","20"
"2017-01-07T23:59:00","1733","10","19","67","30.25","27.86","17","18.8","0","-17.8","46","25","13","340","39","0.21","7","2.2","340","30"
"2017-01-08T23:59:00","1734","0","15","52","30.62","28.19","11","12.8","0","-21.8","50","22","8","340","37","0.00","6","0.0","340","30"
"2017-01-09T23:59:00","1735","6","24","47","30.62","28.24","19","5.8","0","-12.8","41","33","14","170","18","0.00","6","0.0","140","12"
"2017-01-10T23:59:00","1736","18","34","51","30.41","28.08","29","8.2","0","-2.7","31","43","24","170","29","T","4","0.0","190","23"
"2017-01-11T23:59:00","1737","42","49","79","30.28","27.99","45","7.4","0","12.3","16","57","40","200","29","T","T","0.0","200","18"
"2017-01-12T23:59:00","1738","46","58","66","30.28","28.00","52","9.4","0","21.3","7","68","47","210","26","0.00","0","0.0","210","21"
"2017-01-13T23:59:00","1739","48","55","82","30.44","28.14","51","3.1","0","18.3","10","69","40","350","17","0.00","0","0.0","340","14"
"2017-01-14T23:59:00","1740","48","52","88","30.43","28.15","50","2.7","0","15.2","13","56","48","160","13","0.00","0","0.0","160","10"
"2017-01-15T23:59:00","1741","50","56","84","30.28","28.00","52","3.4","0","19.2","9","65","46","330","14","0.01","0","0.0","340","12"
"2017-01-16T23:59:00","1742","48","54","85","30.28","28.01","50","5.2","0","17.2","11","58","49","160","16","0.03","0","0.0","170","12"
"2017-01-17T23:59:00","1743","50","57","78","30.13","27.89","53","9.9","0","20.2","8","63","50","200","23","T","0","0.0","200","16"
"2017-01-18T23:59:00","1744","40","54","58","30.03","27.78","48","9.7","0","17.1","11","65","43","330","29","T","0","0.0","330","21"
"2017-01-19T23:59:00","1745","33","49","56","30.02","27.76","42","4.1","0","12.1","16","62","36","140","14","T","0","0.0","130","10"
"2017-01-20T23:59:00","1746","47","58","75","29.83","27.59","51","4.0","0","21.0","7","68","47","220","17","0.17","0","0.0","190","13"
"2017-01-21T23:59:00","1747","48","50","91","29.77","27.55","49","1.3","0","13.0","15","54","45","120","16","0.29","0","0.0","120","13"
"2017-01-22T23:59:00","1748","50","54","89","29.47","27.29","52","6.3","0","16.9","11","55","52","100","32","0.73","0","0.0","110","20"
"2017-01-23T23:59:00","1749","44","50","81","29.29","27.03","46","10.1","0","12.9","15","53","47","340","36","1.03","0","0.0","340","26"
"2017-01-24T23:59:00","1750","36","45","71","29.74","27.45","40","16.8","0","7.8","20","50","39","330","43","0.00","0","0.0","350","31"
"2017-01-25T23:59:00","1751","32","52","57","29.81","27.55","42","6.3","0","14.7","13","71","32","200","26","0.00","0","0.0","190","20"
"2017-01-26T23:59:00","1752","31","46","55","29.77","27.50","41","12.7","0","8.6","19","57","34","300","31","0.02","0","0.0","350","23"
"2017-01-27T23:59:00","1753","20","34","56","29.94","27.65","29","12.2","0","-3.5","31","39","29","340","30","0.00","0","0.0","340","23"
"2017-01-28T23:59:00","1754","15","37","43","29.90","27.60","29","7.6","0","-0.6","28","49","25","290","23","0.00","0","0.0","290","17"
"2017-01-29T23:59:00","1755","19","38","49","29.81","27.53","31","7.7","0","0.3","27","45","30","290","28","0.02","0","0.3","280","20"
"2017-01-30T23:59:00","1756","14","35","46","29.98","27.65","27","7.9","0","-2.8","30","43","26","340","41","T","T","T","320","28"
"2017-01-31T23:59:00","1757","20","45","46","29.98","27.69","34","4.4","0","7.1","20","65","24","280","33","0.00","0","0.0","270","23"
"2017-02-01T23:59:00","1758","30","51","50","30.01","27.75","41","4.9","0","13.0","14","70","32","240","26","0.00","0","0.0","290","18"
"2017-02-02T23:59:00","1759","35","47","64","30.14","27.87","41","10.4","0","8.8","18","52","41","340","27","0.03","0","0.0","340","24"
"2017-02-03T23:59:00","1800","18","35","45","30.20","27.90","31","11.5","0","-3.3","30","43","27","340","30","T","0","0.0","350","24"
"2017-02-04T23:59:00","1801","0","32","29","30.37","28.04","22","7.5","0","-6.4","33","42","21","340","23","0.00","0","0.0","340","16"
"2017-02-05T23:59:00","1802","24","44","48","30.13","27.83","35","8.7","0","5.4","21","58","30","340","21","T","0","0.0","340","17"
"2017-02-06T23:59:00","1803","33","48","63","30.13","27.85","41","6.0","0","9.3","17","68","28","180","20","T","0","0.0","190","16"
