"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2006-01-01T23:59:00","1728","24","43","53","30.06","27.78","35","4.2","0","5.9","22","60","26","180","14","T","0","0.0","180","12"
"2006-01-02T23:59:00","1729","43","45","93","29.90","27.64","44","4.5","0","8.0","20","48","41","330","14","0.69","0","0.0","330","13"
"2006-01-03T23:59:00","1730","39","44","83","29.88","27.62","42","8.8","0","7.0","21","49","39","350","26","0.01","0","0.0","350","20"
"2006-01-04T23:59:00","1731","36","45","81","29.96","27.68","39","4.1","0","8.1","20","59","31","180","16","0.00","0","0.0","150","14"
"2006-01-05T23:59:00","1732","33","41","75","29.78","27.52","37","15.1","0","4.1","24","47","34","330","37","0.00","0","0.0","330","29"
"2006-01-06T23:59:00","1732","22","34","63","29.89","27.60","29","17.4","0","-2.8","31","40","28","330","37","T","0","0.0","330","28"
"2006-01-07T23:59:00","1733","18","34","60","30.02","27.71","26","4.8","0","-2.8","31","42","25","350","25","0.00","0","0.0","350","18"
"2006-01-08T23:59:00","1734","27","42","61","30.06","27.76","35","8.5","0","5.2","23","62","21","210","30","0.00","0","0.0","190","22"
"2006-01-09T23:59:00","1735","40","50","68","30.19","27.88","45","2.7","0","13.2","15","68","32","310","25","0.00","0","0.0","300","18"
"2006-01-10T23:59:00","1736","43","50","79","30.31","28.03","47","5.0","0","13.3","15","64","36","170","24","0.00","0","0.0","170","18"
"2006-01-11T23:59:00","1737","46","51","78","30.08","27.83","49","6.8","0","14.3","14","64","38","210","22","0.27","0","0.0","160","15"
"2006-01-12T23:59:00","1738","31","48","69","30.07","27.79","38","3.0","0","11.3","17","65","30","180","17","0.00","0","0.0","180","14"
"2006-01-13T23:59:00","1739","41","50","76","29.75","27.55","45","10.2","0","13.3","15","61","38","190","38","0.50","0","0.0","180","29"
"2006-01-14T23:59:00","1740","21","35","62","29.71","27.40","29","25.3","0","-1.8","30","39","30","320","51","T","0","T","320","40"
"2006-01-15T23:59:00","1741","11","39","38","29.96","27.65","29","14.8","0","2.2","26","49","28","350","41","0.00","0","0.0","340","32"
"2006-01-16T23:59:00","1742","29","45","58","29.88","27.60","38","4.6","0","8.2","20","59","31","190","17","0.06","0","0.0","180","14"
"2006-01-17T23:59:00","1743","46","50","87","29.72","27.50","48","9.9","0","13.2","15","54","46","150","26","1.30","0","0.0","340","21"
"2006-01-18T23:59:00","1744","20","39","49","29.98","27.63","32","9.2","0","2.1","26","48","29","300","29","0.02","0","0.0","320","22"
"2006-01-19T23:59:00","1745","24","44","56","30.33","28.01","34","3.5","0","7.1","21","61","26","170","22","0.00","0","0.0","170","17"
"2006-01-20T23:59:00","1746","28","45","56","30.28","27.99","37","4.7","0","8.0","20","61","28","190","20","0.00","0","0.0","170","16"
"2006-01-21T23:59:00","1747","47","52","87","30.24","27.95","49","6.6","0","15.0","13","57","46","350","22","0.19","0","0.0","340","17"
"2006-01-22T23:59:00","1748","39","43","88","30.39","28.09","41","6.4","0","5.9","22","50","36","160","14","0.10","0","0.0","170","12"
"2006-01-23T23:59:00","1749","44","46","90","30.08","27.82","45","6.4","0","8.9","19","56","35","330","20","0.18","0","0.0","320","16"
"2006-01-24T23:59:00","1750","31","48","56","29.94","27.68","41","10.3","0","10.8","17","57","39","310","39","0.00","0","0.0","310","28"
"2006-01-25T23:59:00","1751","14","39","37","30.07","27.75","30","21.9","0","1.7","26","48","29","340","43","0.00","0","0.0","330","33"
"2006-01-26T23:59:00","1752","16","36","49","30.40","28.04","28","14.1","0","-1.4","29","44","28","330","37","0.00","0","0.0","340","26"
"2006-01-27T23:59:00","1753","19","35","58","30.56","28.21","28","3.4","0","-2.5","30","50","20","120","16","0.00","0","0.0","130","13"
"2006-01-28T23:59:00","1754","23","43","55","30.37","28.08","34","5.4","0","5.4","22","62","24","190","21","0.00","0","0.0","180","17"
"2006-01-29T23:59:00","1755","43","49","77","29.90","27.68","47","10.6","0","11.3","16","58","39","170","26","0.20","0","0.0","170","22"
"2006-01-30T23:59:00","1756","34","45","75","29.77","27.52","39","5.4","0","7.2","20","60","30","320","33","0.06","0","0.0","330","26"
"2006-01-31T23:59:00","1757","26","37","65","29.90","27.62","32","17.3","0","-0.9","28","43","30","330","43","T","0","T","330","35"
"2006-02-01T23:59:00","1758","25","37","68","30.01","27.71","32","3.0","0","-1.0","28","51","23","360","15","0.00","0","0.0","350","13"
"2006-02-02T23:59:00","1759","32","39","79","29.83","27.58","36","4.5","0","0.8","26","50","27","150","22","0.23","0","0.0","160","16"
"2006-02-03T23:59:00","1800","40","53","73","29.72","27.47","45","5.7","0","14.7","12","65","40","100","20","0.00","0","0.0","110","14"
"2006-02-04T23:59:00","1801","36","43","78","29.55","27.32","40","11.1","0","4.6","22","57","29","350","32","1.86","0","T","330","25"
"2006-02-05T23:59:00","1802","17","32","58","29.81","27.49","26","10.3","0","-6.6","33","38","25","360","21","T","0","T","340","18"
"2006-02-06T23:59:00","1803","18","34","53","30.05","27.73","28","8.0","0","-4.7","31","44","24","330","18","T","0","0.0","330","16"
"2006-02-07T23:59:00","1804","12","37","42","30.06","27.76","27","11.2","0","-1.9","28","46","28","340","25","0.00","0","0.0","340","21"
"2006-02-08T23:59:00","1805","13","36","42","30.06","27.76","28","8.0","0","-3.1","29","43","29","340","18","0.00","0","0.0","330","17"
"2006-02-09T23:59:00","1806","20","30","67","30.14","27.81","26","10.2","0","-9.2","35","36","24","360","26","0.01","T","0.2","340","21"
"2006-02-10T23:59:00","1807","17","34","55","30.14","27.83","28","4.0","0","-5.4","31","49","18","200","20","0.00","0","0.0","190","15"
"2006-02-11T23:59:00","1808","30","35","88","29.81","27.55","32","6.8","0","-4.6","30","40","29","330","23","0.20","T","T","320","20"
"2006-02-12T23:59:00","1809","20","30","72","29.91","27.57","25","12.8","0","-9.8","35","34","25","330","29","0.03","T","1.0","330","23"
"2006-02-13T23:59:00","1810","18","28","69","30.11","27.76","24","7.4","0","-11.9","37","36","20","330","17","T","T","0.2","330","14"
"2006-02-14T23:59:00","1811","16","40","42","30.19","27.86","31","7.4","0","-0.1","25","57","22","350","20","0.00","0","0.0","350","15"
"2006-02-15T23:59:00","1812","27","42","57","30.27","27.96","36","3.7","0","1.7","23","60","24","190","23","0.00","0","0.0","180","18"
"2006-02-16T23:59:00","1813","34","47","63","30.25","27.97","41","6.3","0","6.5","18","63","30","170","25","0.00","0","0.0","170","21"
"2006-02-17T23:59:00","1814","36","49","58","30.17","27.89","44","13.0","0","8.3","16","59","39","330","28","T","0","0.0","340","23"
"2006-02-18T23:59:00","1815","25","32","77","30.24","27.93","29","14.6","0","-8.9","33","39","24","340","31","0.11","0","T","340","23"
"2006-02-19T23:59:00","1816","20","28","74","30.33","27.99","25","6.0","0","-13.1","37","36","20","360","21","0.00","0","0.0","340","16"
"2006-02-20T23:59:00","1817","29","42","70","30.09","27.80","34","7.8","0","0.7","23","51","32","320","20","0.00","0","0.0","330","16"
"2006-02-21T23:59:00","1818","27","47","57","30.02","27.73","36","9.0","0","5.4","18","57","36","340","23","0.00","0","0.0","340","18"
"2006-02-22T23:59:00","1819","40","49","76","29.93","27.68","44","4.0","0","7.2","16","60","38","330","16","0.10","0","0.0","330","14"
"2006-02-23T23:59:00","1820","28","44","54","30.01","27.71","39","9.7","0","2.0","21","53","34","330","30","0.01","0","0.0","340","25"
"2006-02-24T23:59:00","1821","16","45","35","30.27","27.96","34","6.2","0","2.8","20","57","33","010","24","0.00","0","0.0","360","18"
"2006-02-25T23:59:00","1822","28","40","60","30.15","27.88","36","3.5","0","-2.4","25","52","28","330","22","0.00","0","0.0","340","16"
"2006-02-26T23:59:00","1823","7","38","33","30.19","27.86","26","17.3","0","-4.7","27","48","28","330","37","0.00","0","0.0","340","30"
"2006-02-27T23:59:00","1824","9","36","34","30.16","27.86","27","4.2","0","-6.9","29","54","18","300","23","0.00","0","0.0","270","16"
"2006-02-28T23:59:00","1824","28","49","42","29.95","27.69","41","5.4","0","5.9","16","68","30","330","25","0.00","0","0.0","340","21"
"2006-03-01T23:59:00","1825","39","59","55","29.89","27.65","48","3.6","0","15.8","6","76","41","310","22","0.00","0","0.0","310","16"
"2006-03-02T23:59:00","1826","38","58","50","29.76","27.55","49","8.2","0","14.6","7","73","43","320","33","0.00","0","0.0","320","24"
"2006-03-03T23:59:00","1827","24","42","58","30.05","27.77","33","15.5","0","-1.6","23","52","32","340","31","0.00","0","0.0","350","24"
"2006-03-04T23:59:00","1828","11","39","39","30.25","27.94","29","8.4","0","-4.8","26","52","26","330","25","0.00","0","0.0","340","21"
"2006-03-05T23:59:00","1829","15","44","35","30.21","27.91","33","6.0","0","-0.1","21","62","26","330","20","T","0","0.0","330","17"
"2006-03-06T23:59:00","1830","34","48","64","29.97","27.71","41","11.4","0","3.7","17","56","39","320","41","0.01","0","0.0","330","32"
"2006-03-07T23:59:00","1831","24","43","52","30.15","27.85","34","13.1","0","-1.6","22","52","33","330","37","0.00","0","0.0","320","28"
"2006-03-08T23:59:00","1832","26","46","50","30.09","27.81","37","5.5","0","1.2","19","63","28","150","18","0.00","0","0.0","180","15"
"2006-03-09T23:59:00","1832","36","56","50","29.84","27.60","47","15.7","0","11.0","9","64","48","180","44","0.01","0","0.0","180","36"
"2006-03-11T23:59:00","1834","46","58","68","30.17","27.92","51","3.7","0","12.5","7","72","44","200","22","T","0","0.0","200","17"
"2006-03-12T23:59:00","1835","51","63","70","30.12","27.90","56","3.0","0","17.2","2","78","48","170","18","0.00","0","0.0","170","15"
"2006-03-13T23:59:00","1836","53","64","71","29.91","27.68","57","9.1","0","18.0","1","74","53","200","29","T","0","0.0","200","22"
"2006-03-14T23:59:00","1837","27","53","45","29.90","27.65","42","17.6","0","6.7","12","64","41","330","43","0.08","0","0.0","330","33"
"2006-03-15T23:59:00","1838","17","45","35","30.16","27.87","34","13.4","0","-1.5","20","56","34","330","44","0.00","0","0.0","320","35"
"2006-03-16T23:59:00","1838","26","47","41","30.08","27.83","39","6.5","0","0.2","18","60","33","180","23","0.00","0","0.0","190","16"
"2006-03-17T23:59:00","1839","32","49","52","30.00","27.73","42","11.4","0","2.0","16","61","37","330","30","0.00","0","0.0","340","24"
"2006-03-18T23:59:00","1840","18","44","40","30.13","27.84","34","11.9","0","-3.3","21","54","34","360","29","0.00","0","0.0","340","22"
"2006-03-19T23:59:00","1841","10","44","28","30.12","27.83","32","9.3","0","-3.6","21","54","34","340","22","0.00","0","0.0","340","17"
"2006-03-20T23:59:00","1842","27","36","76","30.05","27.78","32","4.1","0","-11.8","29","40","32","170","18","0.47","0","T","170","15"
"2006-03-21T23:59:00","1843","37","41","88","29.79","27.52","39","6.2","0","-7.1","24","47","34","010","29","0.10","0","0.0","350","21"
"2006-03-22T23:59:00","1843","20","38","54","30.09","27.76","30","15.0","0","-10.3","27","47","29","330","38","T","0","0.0","340","30"
"2006-03-23T23:59:00","1844","24","38","63","30.14","27.85","32","5.1","0","-10.6","27","52","24","160","20","0.08","0","T","160","16"
"2006-03-24T23:59:00","1845","31","37","82","30.00","27.71","34","8.2","0","-11.9","28","41","33","340","24","0.06","0","T","340","20"
