"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2011-01-01T23:59:00","1728","49","48","96","30.09","27.83","49","4.6","0","10.9","17","54","42","200","24","0.46","0","0.0","180","20"
"2011-01-03T23:59:00","1730","15","34","53","30.24","27.91","26","5.1","0","-3.0","31","45","22","340","18","0.00","0","0.0","350","13"
"2011-01-04T23:59:00","1731","20","38","57","30.06","27.76","30","5.6","0","1.1","27","52","23","340","18","0.00","0","0.0","340","15"
"2011-01-05T23:59:00","1732","27","35","73","29.90","27.63","32","3.4","0","-1.9","30","40","30","340","17","0.07","0","T","340","15"
"2011-01-06T23:59:00","1732","26","36","75","29.68","27.41","31","6.6","0","-0.8","29","42","29","340","23","T","0","T","340","18"
"2011-01-07T23:59:00","1733","27","35","76","29.45","27.20","31","4.6","0","-1.8","30","40","30","300","20","0.05","0","T","310","15"
"2011-01-08T23:59:00","1734","16","22","73","29.65","27.29","21","10.5","0","-14.8","43","31","13","340","31","0.04","T","1.3","350","25"
"2011-01-09T23:59:00","1735","4","20","51","30.21","27.81","16","8.1","0","-16.8","45","30","9","340","26","0.00","T","0.0","340","21"
"2011-01-10T23:59:00","1736","21","24","91","30.23","27.88","23","2.7","0","-12.7","41","27","20","160","14","0.59","6","7.7","170","10"
"2011-01-11T23:59:00","1737","25","29","88","30.10","27.78","27","4.2","0","-7.7","36","34","24","310","21","T","7","T","320","16"
