"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2016-01-01T23:59:00","1728","30","40","67","30.18","27.88","36","12.2","0","2.9","25","45","34","350","30","0.00","0","0.0","350","23"
"2016-01-02T23:59:00","1729","21","38","57","30.19","27.89","31","9.9","0","1.0","27","47","29","320","25","0.00","0","0.0","340","21"
"2016-01-03T23:59:00","1730","20","39","50","30.02","27.73","31","9.4","0","2.0","26","48","29","330","26","0.00","0","0.0","340","21"
"2016-01-04T23:59:00","1731","16","31","56","30.16","27.80","26","16.1","0","-5.9","34","37","24","330","37","T","0","T","330","29"
"2016-01-05T23:59:00","1732","8","31","44","30.49","28.12","22","6.6","0","-5.9","34","40","21","340","20","0.00","0","0.0","340","17"
"2016-01-06T23:59:00","1732","9","30","50","30.44","28.10","23","3.5","0","-6.8","35","44","16","160","14","0.00","0","0.0","170","12"
"2016-01-07T23:59:00","1733","26","42","58","30.19","27.91","35","2.1","0","5.2","23","59","25","160","14","0.00","0","0.0","150","12"
"2016-01-08T23:59:00","1734","41","45","88","30.03","27.76","43","4.5","0","8.2","20","49","40","170","12","0.09","0","0.0","160","10"
"2016-01-09T23:59:00","1735","42","46","90","29.91","27.68","44","4.9","0","9.2","19","49","43","160","15","0.29","0","0.0","160","13"
"2016-01-10T23:59:00","1736","31","36","75","29.77","27.47","35","11.6","0","-0.7","29","47","24","360","29","0.10","0","0.0","360","23"
"2016-01-11T23:59:00","1737","8","28","49","30.14","27.79","22","8.5","0","-8.7","37","38","17","340","32","0.00","0","0.0","340","22"
"2016-01-12T23:59:00","1738","17","34","55","30.03","27.71","27","7.5","0","-2.7","31","48","19","300","32","T","0","0.0","300","24"
"2016-01-13T23:59:00","1739","5","32","36","30.13","27.80","23","7.8","0","-4.7","33","42","22","330","20","0.00","0","0.0","330","16"
"2016-01-14T23:59:00","1740","20","39","51","30.08","27.78","31","3.4","0","2.2","26","58","20","200","18","0.00","0","0.0","200","15"
"2016-01-15T23:59:00","1741","31","38","79","29.73","27.49","36","4.4","0","1.2","27","43","32","360","26","1.21","0","0.0","360","20"
"2016-01-16T23:59:00","1742","31","39","79","29.76","27.46","34","8.0","0","2.2","26","49","29","340","29","0.00","0","0.0","340","25"
"2016-01-17T23:59:00","1743","24","33","70","29.86","27.56","30","12.0","0","-3.8","32","38","27","360","31","T","0","0.1","360","23"
"2016-01-18T23:59:00","1744","4","22","47","30.12","27.76","17","12.7","0","-14.9","43","28","15","340","35","0.00","0","0.0","340","26"
"2016-01-19T23:59:00","1745","1","20","48","30.36","27.96","15","10.7","0","-16.9","45","29","11","350","24","0.00","0","0.0","350","18"
"2016-01-20T23:59:00","1746","17","28","65","30.23","27.91","24","6.2","0","-9.0","37","37","19","200","21","T","0","0.2","330","17"
"2016-01-21T23:59:00","1747","27","39","68","30.17","27.85","33","8.5","0","2.0","26","47","30","330","24","0.03","0","0.0","330","20"
"2016-01-23T23:59:00","1749","15","25","72","29.79","27.44","21","20.3","0","-12.1","40","28","21","330","47","T","12","0.1","330","36"
"2016-01-24T23:59:00","1750","15","33","59","30.13","27.78","24","7.8","0","-4.2","32","48","18","360","29","0.00","10","0.0","350","23"
"2016-01-25T23:59:00","1751","19","35","60","30.21","27.88","28","3.5","0","-2.3","30","51","18","200","20","0.00","8","0.0","200","16"
"2016-01-26T23:59:00","1752","31","39","71","30.16","27.87","37","5.2","0","1.6","26","51","27","170","21","0.02","7","0.0","340","17"
"2016-01-27T23:59:00","1753","30","37","75","30.11","27.81","34","9.9","0","-0.5","28","45","29","360","30","0.02","4","0.0","360","22"
"2016-01-28T23:59:00","1754","25","37","70","29.91","27.65","31","3.1","0","-0.6","28","49","25","340","12","0.00","1","0.0","340","10"
"2016-01-29T23:59:00","1755","23","38","53","29.85","27.55","33","9.3","0","0.3","27","47","28","340","33","0.00","1","0.0","340","23"
"2016-01-30T23:59:00","1756","24","40","57","30.09","27.78","33","4.8","0","2.2","25","56","24","180","20","0.00","T","0.0","180","16"
"2016-01-31T23:59:00","1757","37","45","69","30.01","27.74","42","7.2","0","7.1","20","61","28","180","29","0.00","0","0.0","180","22"
"2016-02-01T23:59:00","1758","48","54","82","29.94","27.69","51","6.2","0","16.0","11","67","41","180","23","0.04","0","0.0","200","20"
"2016-02-02T23:59:00","1759","44","50","89","30.12","27.83","46","5.3","0","11.8","15","52","47","190","20","0.23","0","0.0","190","15"
"2016-02-03T23:59:00","1800","52","56","88","29.90","27.65","53","7.2","0","17.7","9","63","48","170","26","2.15","0","0.0","190","20"
