"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2010-01-01T23:59:00","1728","26","32","73","30.03","27.73","31","12.7","0","-5.1","33","41","22","360","32","0.00","0","0.0","340","24"
"2010-01-02T23:59:00","1729","8","19","63","30.13","27.78","16","17.3","0","-18.0","46","23","14","320","44","T","T","T","330","31"
"2010-01-03T23:59:00","1730","2","18","55","30.14","27.78","13","15.4","0","-19.0","47","23","12","340","37","0.00","0","0.0","340","26"
"2010-01-04T23:59:00","1731","7","18","64","30.08","27.73","15","17.1","0","-18.9","47","23","12","340","37","T","0","T","330","28"
"2010-01-05T23:59:00","1732","11","20","69","30.06","27.71","17","15.5","0","-16.9","45","24","15","350","32","T","0","T","350","23"
"2010-01-06T23:59:00","1732","12","24","66","30.12","27.76","19","14.5","0","-12.8","41","31","16","330","31","T","0","T","340","24"
"2010-01-07T23:59:00","1733","16","31","60","30.02","27.71","25","5.6","0","-5.8","34","41","20","350","22","T","0","T","340","17"
"2010-01-08T23:59:00","1734","6","19","64","30.08","27.70","13","17.6","0","-17.8","46","28","10","330","38","T","0","T","340","29"
"2010-01-09T23:59:00","1735","7","19","64","30.26","27.88","15","16.7","0","-17.8","46","27","11","320","36","T","0","T","340","26"
"2010-01-10T23:59:00","1736","7","23","58","30.37","27.98","17","15.1","0","-13.7","42","29","16","330","31","0.00","0","0.0","330","24"
"2010-01-11T23:59:00","1737","9","23","56","30.25","27.91","19","6.0","0","-13.7","42","36","9","330","21","0.00","0","0.0","350","16"
"2010-01-12T23:59:00","1738","19","27","72","30.23","27.88","24","14.8","0","-9.7","38","31","22","330","36","T","0","0.2","330","26"
"2010-01-13T23:59:00","1739","15","33","59","30.32","27.96","24","4.8","0","-3.7","32","49","16","360","18","0.00","0","0.0","350","14"
"2010-01-14T23:59:00","1740","16","36","56","30.27","27.94","27","1.2","0","-0.8","29","54","17","150","10","0.00","0","0.0","320","9"
"2010-01-15T23:59:00","1741","14","41","48","30.29","27.96","29","2.4","0","4.2","24","60","21","340","17","0.00","0","0.0","350","12"
"2010-01-16T23:59:00","1742","27","38","72","30.21","27.93","33","0.5","0","1.2","27","50","26","130","14","0.41","0","0.0","140","10"
"2010-01-17T23:59:00","1743","43","46","95","29.68","27.45","44","4.1","0","9.2","19","52","39","320","28","1.26","0","0.0","330","20"
"2010-01-18T23:59:00","1744","34","45","66","29.94","27.65","40","9.3","0","8.1","20","57","33","350","31","0.00","0","0.0","340","23"
"2010-01-19T23:59:00","1745","33","44","70","30.00","27.71","39","3.3","0","7.1","21","59","29","340","16","0.00","0","0.0","330","13"
"2010-01-20T23:59:00","1746","40","47","85","29.92","27.65","42","0.8","0","10.0","18","61","33","260","21","0.04","0","0.0","310","12"
"2010-01-21T23:59:00","1747","37","39","95","29.86","27.59","37","5.8","0","2.0","26","46","32","170","18","0.34","0","T","180","16"
"2010-01-22T23:59:00","1748","37","42","91","29.86","27.55","38","4.9","0","4.9","23","51","33","330","22","T","0","0.0","330","17"
"2010-01-23T23:59:00","1749","37","38","96","30.09","27.78","38","6.2","0","0.9","27","40","36","160","16","T","0","0.0","170","14"
"2010-01-24T23:59:00","1750","42","47","97","29.74","27.54","43","7.2","0","9.8","18","58","36","190","30","3.35","0","0.0","180","21"
"2010-01-25T23:59:00","1751","33","44","64","29.52","27.25","40","7.8","0","6.7","21","55","32","250","35","0.01","0","0.0","240","22"
"2010-01-26T23:59:00","1752","19","32","61","29.91","27.58","27","9.7","0","-5.4","33","39","25","350","28","0.00","0","0.0","330","21"
"2010-01-27T23:59:00","1753","20","34","64","30.23","27.88","28","9.8","0","-3.5","31","42","26","330","25","0.00","0","0.0","330","20"
"2010-01-28T23:59:00","1754","25","40","57","30.21","27.89","34","8.0","0","2.4","25","55","25","340","30","0.00","0","0.0","340","24"
"2010-01-29T23:59:00","1755","22","34","69","30.18","27.89","29","5.7","0","-3.7","31","39","28","350","26","0.91","0","11.0","350","21"
"2010-01-30T23:59:00","1756","24","28","89","29.91","27.61","26","6.6","0","-9.8","37","29","26","340","29","0.68","12","2.0","340","24"
"2010-01-31T23:59:00","1757","17","31","65","30.18","27.81","25","12.1","0","-6.9","34","40","21","340","31","0.00","12","0.0","330","24"
