"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2014-01-01T23:59:00","1728","24","36","69","30.28","27.96","30","2.8","0","-1.1","29","46","25","210","15","0.00","0","0.0","200","12"
"2014-01-02T23:59:00","1729","30","34","83","29.86","27.58","33","8.6","0","-3.0","31","47","20","320","49","0.04","0","T","330","40"
"2014-01-03T23:59:00","1730","6","20","58","30.27","27.86","16","13.2","0","-17.0","45","27","12","350","45","T","0","0.2","320","37"
"2014-01-04T23:59:00","1731","19","29","65","30.34","28.00","26","6.6","0","-7.9","36","42","16","180","36","0.00","0","0.0","180","24"
"2014-01-05T23:59:00","1732","41","43","93","29.97","27.73","42","6.4","0","6.1","22","47","38","210","25","0.03","0","0.0","190","18"
"2014-01-06T23:59:00","1732","12","24","65","29.95","27.58","19","18.5","0","-12.8","41","45","2","330","38","0.07","0","T","340","29"
"2014-01-07T23:59:00","1733","-5","10","53","30.41","27.96","6","12.6","0","-26.8","55","20","-1","320","36","0.00","0","0.0","340","29"
"2014-01-08T23:59:00","1734","9","28","55","30.50","28.10","20","3.0","0","-8.8","37","47","9","110","12","0.00","0","0.0","330","9"
"2014-01-09T23:59:00","1735","18","34","57","30.46","28.11","28","3.1","0","-2.8","31","47","20","150","20","0.03","0","0.0","160","14"
"2014-01-10T23:59:00","1736","40","42","97","30.24","27.96","41","2.7","0","5.3","23","50","34","190","12","0.52","0","0.0","160","9"
"2014-01-11T23:59:00","1737","43","49","84","29.77","27.53","46","5.1","0","12.3","16","56","42","330","33","1.38","0","0.0","320","23"
"2014-01-12T23:59:00","1738","29","43","62","30.04","27.71","37","4.8","0","6.3","22","54","31","330","24","0.00","0","0.0","330","17"
