"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2019-01-01T23:59:00","1728","48","53","79","30.08","27.81","52","6.7","0","15.9","12","62","44","200","26","T","0","0.0","200","18"
"2019-01-02T23:59:00","1729","43","46","88","30.15","27.89","45","2.3","0","9.0","19","51","41","140","13","0.13","0","0.0","180","10"
"2019-01-03T23:59:00","1730","46","50","88","30.02","27.76","47","5.3","0","13.0","15","53","47","330","24","0.71","0","0.0","340","21"
"2019-01-04T23:59:00","1731","45","49","88","29.80","27.58","47","6.3","0","12.1","16","54","44","310","25","0.81","0","0.0","320","18"
"2019-01-05T23:59:00","1732","33","47","63","29.87","27.60","40","11.5","0","10.1","18","53","40","350","35","0.00","0","0.0","350","25"
"2019-01-06T23:59:00","1732","34","50","62","30.18","27.90","42","7.1","0","13.2","15","64","36","340","25","0.00","0","0.0","340","22"
"2019-01-07T23:59:00","1733","38","48","69","30.24","27.95","43","5.7","0","11.2","17","58","37","160","22","0.00","0","0.0","160","16"
"2019-01-08T23:59:00","1734","39","55","59","30.01","27.77","46","6.2","0","18.2","10","68","41","350","41","0.00","0","0.0","340","29"
"2019-01-09T23:59:00","1735","16","39","39","29.97","27.69","31","19.0","0","2.2","26","48","30","340","46","0.00","0","0.0","340","32"
"2019-01-10T23:59:00","1736","14","32","53","30.14","27.78","25","17.7","0","-4.7","33","39","25","350","45","0.00","0","0.0","340","32"
"2019-01-11T23:59:00","1737","16","37","48","30.28","27.94","28","5.4","0","0.3","28","51","22","350","22","0.00","0","0.0","350","16"
"2019-01-12T23:59:00","1738","21","35","60","30.33","28.01","30","7.4","0","-1.7","30","38","31","160","17","0.60","0","T","170","14"
"2019-01-13T23:59:00","1739","34","36","92","30.13","27.81","35","2.3","0","-0.7","29","39","32","180","14","0.31","0","0.0","170","12"
"2019-01-14T23:59:00","1740","33","38","80","30.17","27.86","37","10.7","0","1.2","27","42","34","330","20","0.00","0","0.0","330","16"
"2019-01-15T23:59:00","1741","26","36","73","30.21","27.89","31","10.8","0","-0.8","29","44","28","330","25","0.00","0","0.0","340","21"
"2019-01-16T23:59:00","1742","27","38","76","30.23","27.90","32","10.4","0","1.2","27","49","26","340","30","0.00","0","0.0","350","24"
"2019-01-17T23:59:00","1743","31","35","84","30.19","27.89","33","4.2","0","-1.8","30","40","29","180","17","0.10","0","T","170","14"
"2019-01-18T23:59:00","1744","38","45","82","30.09","27.79","41","4.6","0","8.1","20","53","36","330","17","0.00","0","0.0","340","14"
"2019-01-20T23:59:00","1746","22","34","70","29.79","27.45","28","17.3","0","-3.0","31","50","18","350","42","T","0","T","340","33"
"2019-01-21T23:59:00","1747","0","21","43","30.38","27.96","16","11.6","0","-16.0","44","31","11","350","39","0.00","0","0.0","350","30"
"2019-01-22T23:59:00","1748","6","30","39","30.54","28.17","23","6.8","0","-7.1","35","39","20","150","21","0.00","0","0.0","130","16"
"2019-01-24T23:59:00","1750","33","41","77","29.77","27.47","37","15.3","0","3.8","24","54","27","340","40","0.44","0","0.0","340","32"
"2019-01-25T23:59:00","1751","16","32","56","30.16","27.81","26","10.3","0","-5.3","33","39","25","340","31","0.00","0","0.0","330","23"
"2019-01-26T23:59:00","1752","17","34","57","30.19","27.86","27","5.8","0","-3.4","31","46","22","320","23","0.00","0","0.0","330","18"
"2019-01-27T23:59:00","1753","24","35","71","30.08","27.78","29","0.8","0","-2.5","30","47","22","330","10","0.00","0","0.0","330","8"
"2019-01-28T23:59:00","1754","27","38","66","29.95","27.66","33","4.3","0","0.4","27","51","25","220","26","0.00","0","0.0","210","20"
"2019-01-29T23:59:00","1755","25","33","71","29.89","27.60","30","13.0","0","-4.7","32","45","21","340","34","0.07","0","T","340","25"
"2019-01-30T23:59:00","1756","7","28","44","30.10","27.75","21","8.4","0","-9.8","37","39","17","320","40","0.00","0","0.0","300","29"
"2019-01-31T23:59:00","1757","10","30","48","30.33","27.96","22","6.6","0","-7.9","35","42","18","330","25","0.00","0","0.0","340","20"
"2019-02-01T23:59:00","1758","22","40","55","30.30","27.97","32","2.8","0","2.0","25","57","23","340","20","0.00","0","0.0","340","16"
"2019-02-02T23:59:00","1759","29","45","60","30.25","27.96","37","2.0","0","6.8","20","62","28","170","14","0.00","0","0.0","180","12"
"2019-02-03T23:59:00","1800","34","46","70","30.12","27.84","39","2.3","0","7.7","19","60","31","210","15","0.00","0","0.0","210","13"
"2019-02-04T23:59:00","1801","37","48","69","30.05","27.78","42","2.3","0","9.6","17","66","30","150","13","T","0","0.0","200","9"
"2019-02-05T23:59:00","1802","44","55","71","30.06","27.79","49","4.1","0","16.4","10","71","38","360","14","0.00","0","0.0","340","10"
"2019-02-06T23:59:00","1803","51","56","82","30.06","27.81","53","7.1","0","17.3","9","70","42","200","27","T","0","0.0","210","20"
"2019-02-07T23:59:00","1804","56","67","72","30.02","27.79","60","9.0","2","28.1","0","74","60","200","27","T","0","0.0","190","21"
"2019-02-08T23:59:00","1805","30","49","52","30.22","27.91","41","16.1","0","9.9","16","64","34","340","42","T","0","0.0","340","35"
"2019-02-09T23:59:00","1806","12","42","34","30.58","28.22","30","9.1","0","2.8","23","52","31","340","35","0.00","0","0.0","340","25"
