"DATE","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather"
"2021-01-01T23:59:00","1728","46","46","80","30.09","27.83","49","6.9","0","8.9","19","51","41","180","19","1.56","0","0.0","170","15"
"2021-01-03T23:59:00","1730","37","43","81","29.93","27.65","40","10.7","0","6.0","22","50","36","330","28","0.00","0","0.0","350","22"
"2021-01-04T23:59:00","1731","29","41","69","30.02","27.73","35","6.8","0","4.1","24","50","31","330","20","0.00","0","0.0","350","14"
"2021-01-05T23:59:00","1732","33","41","79","29.97","27.66","37","8.9","0","4.1","24","48","33","330","36","T","0","0.0","320","25"
"2021-01-06T23:59:00","1732","25","37","68","30.18","27.86","31","10.8","0","0.2","28","45","29","350","31","0.00","0","0.0","340","24"
"2021-01-07T23:59:00","1733","27","32","81","30.12","27.83","30","3.7","0","-4.8","33","41","23","130","15","0.05","0","0.2","180","12"
"2021-01-08T23:59:00","1734","32","35","94","29.93","27.63","33","7.3","0","-1.8","30","37","32","350","33","0.26","1","1.1","340","24"
"2021-01-09T23:59:00","1735","25","32","76","30.08","27.75","29","19.4","0","-4.8","33","36","28","360","36","0.00","T","0.0","340","30"
"2021-01-10T23:59:00","1736","23","35","69","30.28","27.94","29","4.9","0","-1.7","30","46","24","340","21","0.00","0","0.0","340","15"
"2021-01-11T23:59:00","1737","31","33","89","30.26","27.94","33","2.5","0","-3.7","32","37","28","340","11","0.05","0","T","340","9"
"2021-01-12T23:59:00","1738","33","38","87","30.18","27.87","35","9.2","0","1.3","27","46","30","330","24","0.00","0","0.0","340","18"
